FullModel=true
Resolution=	100000
TotalRegions=	30953
TotalModelReads=	1305253241863.714844
ModelError=	3.475654

Sizechr1	249224649
Sizechr2	243185699
Sizechr3	197906069
Sizechr4	191033822
Sizechr5	180781523
Sizechr6	171046462
Sizechr7	159125204
Sizechr8	146299686
Sizechr9	141115987
Sizechr10	135503989
Sizechr11	134944813
Sizechr12	133837857
Sizechr13	115109487
Sizechr14	107289461
Sizechr15	102506428
Sizechr16	90281814
Sizechr17	81188397
Sizechr18	78010309
Sizechr19	59102519
Sizechr20	62964187
Sizechr21	48103895
Sizechr22	51230106
SizechrX	154929614
SizechrY	59029877
SizechrM	16528
Sizegenome	3093768382

Interchr1	7.716433e-06	0.253915
Interchr2	6.413463e-06	0.184378
Interchr3	7.193840e-06	0.229801
Interchr4	6.107867e-06	0.168466
Interchr5	6.263462e-06	0.181278
Interchr6	6.870839e-06	0.180483
Interchr7	6.959840e-06	0.187849
Interchr8	7.282381e-06	0.217150
Interchr9	8.285572e-06	0.187413
Interchr10	7.712504e-06	0.160777
Interchr11	7.813744e-06	0.180506
Interchr12	7.797043e-06	0.206524
Interchr13	7.550614e-06	0.195892
Interchr14	6.917583e-06	0.275363
Interchr15	9.305202e-06	0.235576
Interchr16	1.011620e-05	0.227183
Interchr17	1.077450e-05	0.312383
Interchr18	7.419977e-06	0.167799
Interchr19	1.061257e-05	0.174744
Interchr20	1.022408e-05	0.320726
Interchr21	1.018865e-05	0.215338
Interchr22	1.170216e-05	0.169281
InterchrX	5.770172e-06	0.117404
InterchrY	3.142841e-05	0.194469
InterchrM	1.268814e-05	0.409568
Intergenome	7.465877e-06	0.212537

Index	Distance	Expected Interaction Frequency	Obs/Exp Signal Std	chr1	chr1 Signal Std 	chr2	chr2 Signal Std 	chr3	chr3 Signal Std 	chr4	chr4 Signal Std 	chr5	chr5 Signal Std 	chr6	chr6 Signal Std 	chr7	chr7 Signal Std 	chr8	chr8 Signal Std 	chr9	chr9 Signal Std 	chr10	chr10 Signal Std 	chr11	chr11 Signal Std 	chr12	chr12 Signal Std 	chr13	chr13 Signal Std 	chr14	chr14 Signal Std 	chr15	chr15 Signal Std 	chr16	chr16 Signal Std 	chr17	chr17 Signal Std 	chr18	chr18 Signal Std 	chr19	chr19 Signal Std 	chr20	chr20 Signal Std 	chr21	chr21 Signal Std 	chr22	chr22 Signal Std 	chrX	chrX Signal Std 	chrY	chrY Signal Std 	chrM	chrM Signal Std 
0	0	1.160497e-01	0.336544	1.063396e-01	0.426585	1.296049e-01	0.224921	1.058193e-01	0.263225	1.460345e-01	0.238148	1.303112e-01	0.198939	1.426331e-01	0.236036	1.438540e-01	0.281689	9.726053e-02	0.208977	1.730734e-01	0.326114	2.044209e-01	0.364030	1.727492e-01	0.333138	1.199095e-01	0.231467	1.358856e-01	0.243068	4.775072e-02	0.278334	1.139162e-01	0.271654	1.535750e-01	0.363865	9.099617e-02	0.676075	1.774538e-01	0.333036	2.359286e-01	0.998213	7.886700e-02	0.523492	1.582877e-01	0.372815	2.623776e-01	0.865012	2.971392e-01	0.999275	1.438570e-01	5.918629	1.515157e-01	0.160208
1	100000	3.982049e-02	0.448841	3.668576e-02	0.511826	4.396834e-02	0.373574	3.725273e-02	0.385054	4.973074e-02	0.395946	4.377534e-02	0.366649	4.849019e-02	0.396700	4.779189e-02	0.418363	3.269080e-02	0.356086	5.744327e-02	0.442611	6.817034e-02	0.478923	5.833794e-02	0.473015	4.114280e-02	0.374622	4.645363e-02	0.382616	1.678302e-02	0.395385	3.932368e-02	0.398138	5.087941e-02	0.473041	3.294576e-02	0.691069	5.928399e-02	0.449942	9.165585e-02	1.262126	2.901721e-02	0.612126	5.414755e-02	0.499890	9.199367e-02	0.986160	9.608789e-02	1.171224	3.132198e-02	4.747021	0.000000e+00	0.000000
2	200000	2.013210e-02	0.653207	1.870070e-02	0.726609	2.206108e-02	0.578017	1.934095e-02	0.603956	2.504763e-02	0.606570	2.213502e-02	0.601499	2.443378e-02	0.629788	2.405761e-02	0.653903	1.663524e-02	0.598073	2.848940e-02	0.631567	3.456694e-02	0.688003	2.941256e-02	0.662168	2.067803e-02	0.600466	2.371412e-02	0.619514	8.564788e-03	0.607959	1.980744e-02	0.568801	2.582385e-02	0.679229	1.633140e-02	0.901224	2.961212e-02	0.645112	4.830597e-02	1.532908	1.427621e-02	0.719098	2.732543e-02	0.740685	4.480497e-02	1.126393	4.756232e-02	1.305342	0.000000e+00	0.000000	0.000000e+00	0.000000
3	300000	1.443281e-02	0.796087	1.329085e-02	0.879934	1.582168e-02	0.715102	1.370509e-02	0.714148	1.817816e-02	0.764525	1.592242e-02	0.726322	1.751262e-02	0.772089	1.743721e-02	0.800825	1.197312e-02	0.738514	2.019574e-02	0.800511	2.469726e-02	0.836589	2.105613e-02	0.803280	1.489494e-02	0.718829	1.708894e-02	0.768135	6.154021e-03	0.760328	1.406695e-02	0.688321	1.845659e-02	0.892029	1.157422e-02	1.119971	2.169595e-02	0.798652	3.829273e-02	1.766714	1.011855e-02	0.893706	1.880790e-02	0.834455	3.102601e-02	1.295988	3.482152e-02	1.420417	0.000000e+00	0.000000	0.000000e+00	0.000000
4	400000	1.114695e-02	0.840922	1.024104e-02	0.902450	1.231622e-02	0.764778	1.056673e-02	0.762174	1.424337e-02	0.807447	1.242292e-02	0.783805	1.369065e-02	0.844018	1.358578e-02	0.877521	9.308761e-03	0.784801	1.555516e-02	0.868413	1.912552e-02	0.909824	1.614111e-02	0.870362	1.152903e-02	0.798635	1.313655e-02	0.803149	4.754255e-03	0.788956	1.068749e-02	0.767231	1.397117e-02	0.964347	8.687856e-03	1.058170	1.665629e-02	0.864351	2.747689e-02	1.800271	7.578149e-03	0.925992	1.424025e-02	0.879134	2.330776e-02	1.376570	2.726808e-02	1.436633	0.000000e+00	0.000000	0.000000e+00	0.000000
5	500000	8.975927e-03	0.881605	8.179639e-03	0.969104	9.918904e-03	0.824334	8.645084e-03	0.801691	1.157433e-02	0.820650	1.008430e-02	0.794414	1.088925e-02	0.868788	1.102584e-02	0.929467	7.456018e-03	0.803818	1.241536e-02	0.932074	1.520547e-02	0.985690	1.269240e-02	0.914806	9.132990e-03	0.854014	1.077196e-02	0.885003	3.842898e-03	0.805103	8.400584e-03	0.808218	1.093731e-02	1.015969	7.070244e-03	1.168100	1.352503e-02	0.912731	2.146533e-02	1.863907	5.966547e-03	0.951535	1.153540e-02	0.933572	1.835613e-02	1.471540	2.245593e-02	1.439883	0.000000e+00	0.000000	0.000000e+00	0.000000
6	600000	7.437573e-03	0.918867	6.683797e-03	1.021286	8.268379e-03	0.851428	7.231168e-03	0.846880	9.698099e-03	0.845280	8.389631e-03	0.841477	8.975076e-03	0.883353	9.115327e-03	0.923533	6.252220e-03	0.822293	1.046076e-02	0.957585	1.244245e-02	1.054241	1.043121e-02	0.956455	7.483795e-03	0.895819	8.903566e-03	0.885259	3.232629e-03	0.840639	6.815443e-03	0.809167	9.051057e-03	1.078848	5.530591e-03	1.222076	1.140724e-02	0.927321	1.796480e-02	1.925052	5.075633e-03	1.097911	9.681959e-03	0.987351	1.449477e-02	1.491886	1.835192e-02	1.476658	0.000000e+00	0.000000	0.000000e+00	0.000000
7	700000	6.312790e-03	0.961855	5.775699e-03	1.091167	6.987526e-03	0.884100	6.151174e-03	0.857166	8.353010e-03	0.865401	7.114146e-03	0.865319	7.572864e-03	0.916886	7.698846e-03	0.998933	5.272646e-03	0.844830	8.821879e-03	0.986721	1.058509e-02	1.107121	8.701050e-03	0.996374	6.346187e-03	0.932331	7.535456e-03	0.903243	2.772855e-03	0.885759	5.693464e-03	0.839663	7.416894e-03	1.178596	4.759976e-03	1.311874	9.402634e-03	1.024614	1.501381e-02	1.970832	4.220459e-03	1.229946	8.075929e-03	1.012629	1.200183e-02	1.513586	1.584693e-02	1.492024	0.000000e+00	0.000000	0.000000e+00	0.000000
8	800000	5.416619e-03	0.973136	4.975568e-03	1.152448	6.100332e-03	0.900685	5.261969e-03	0.837471	7.087019e-03	0.887559	6.267370e-03	0.852050	6.467610e-03	0.926982	6.502812e-03	0.996459	4.502155e-03	0.870030	7.384189e-03	1.018836	8.887291e-03	1.142004	7.363552e-03	1.010673	5.307095e-03	0.949366	6.436995e-03	0.911087	2.411398e-03	0.866729	4.857944e-03	0.850198	6.574159e-03	1.302335	4.082404e-03	1.362779	7.967056e-03	1.026566	1.272534e-02	2.007787	3.827046e-03	1.202199	6.723246e-03	1.074075	9.992440e-03	1.521222	1.373571e-02	1.504158	0.000000e+00	0.000000	0.000000e+00	0.000000
9	900000	4.676413e-03	0.995499	4.287659e-03	1.145495	5.346200e-03	0.941937	4.467371e-03	0.886569	6.152986e-03	0.894792	5.406786e-03	0.891997	5.567804e-03	0.945807	5.638443e-03	1.002775	3.920155e-03	0.877425	6.400176e-03	1.006496	7.783084e-03	1.130341	6.524469e-03	1.031426	4.610024e-03	0.969615	5.642800e-03	0.951453	2.075861e-03	0.888574	4.155473e-03	0.882116	5.621117e-03	1.340119	3.426319e-03	1.386958	6.972698e-03	1.049285	1.177413e-02	1.960367	3.077855e-03	1.290162	5.925131e-03	1.041711	8.286322e-03	1.595117	1.205631e-02	1.460119	0.000000e+00	0.000000	0.000000e+00	0.000000
