FullModel=true
Resolution=	1000000
TotalRegions=	3110
TotalModelReads=	133313935436.777344
ModelError=	3.677693

Sizechr1	249224649
Sizechr2	243185699
Sizechr3	197906069
Sizechr4	191033822
Sizechr5	180781523
Sizechr6	171046462
Sizechr7	159125204
Sizechr8	146299686
Sizechr9	141115987
Sizechr10	135503989
Sizechr11	134944813
Sizechr12	133837857
Sizechr13	115109487
Sizechr14	107289461
Sizechr15	102506428
Sizechr16	90281814
Sizechr17	81188397
Sizechr18	78010309
Sizechr19	59102519
Sizechr20	62964187
Sizechr21	48103895
Sizechr22	51230106
SizechrX	154929614
SizechrY	59029877
SizechrM	16528
Sizegenome	3093768382

Interchr1	7.836119e-05	1.072321
Interchr2	6.384991e-05	0.976663
Interchr3	7.314008e-05	1.049569
Interchr4	6.078568e-05	0.926470
Interchr5	6.232730e-05	0.898863
Interchr6	6.841167e-05	0.932564
Interchr7	6.976716e-05	0.964630
Interchr8	7.242147e-05	0.999501
Interchr9	8.270266e-05	0.992411
Interchr10	7.673071e-05	0.915291
Interchr11	7.773979e-05	0.983290
Interchr12	7.755554e-05	0.933503
Interchr13	7.517437e-05	0.947078
Interchr14	6.875015e-05	0.938102
Interchr15	9.270288e-05	0.993929
Interchr16	1.007339e-04	1.067843
Interchr17	1.099338e-04	1.203558
Interchr18	7.374274e-05	0.947079
Interchr19	1.055387e-04	1.298104
Interchr20	1.045633e-04	1.130892
Interchr21	1.018257e-04	1.081568
Interchr22	1.163522e-04	1.107311
InterchrX	5.740451e-05	0.988612
InterchrY	0.000000e+00	1.000000
InterchrM	1.261429e-04	1.029588
Intergenome	7.473511e-05	0.991556

Index	Distance	Expected Interaction Frequency	Obs/Exp Signal Std	chr1	chr1 Signal Std 	chr2	chr2 Signal Std 	chr3	chr3 Signal Std 	chr4	chr4 Signal Std 	chr5	chr5 Signal Std 	chr6	chr6 Signal Std 	chr7	chr7 Signal Std 	chr8	chr8 Signal Std 	chr9	chr9 Signal Std 	chr10	chr10 Signal Std 	chr11	chr11 Signal Std 	chr12	chr12 Signal Std 	chr13	chr13 Signal Std 	chr14	chr14 Signal Std 	chr15	chr15 Signal Std 	chr16	chr16 Signal Std 	chr17	chr17 Signal Std 	chr18	chr18 Signal Std 	chr19	chr19 Signal Std 	chr20	chr20 Signal Std 	chr21	chr21 Signal Std 	chr22	chr22 Signal Std 	chrX	chrX Signal Std 	chrY	chrY Signal Std 	chrM	chrM Signal Std 
0	0	2.750191e-01	0.289009	2.577431e-01	0.392656	3.125224e-01	0.192143	2.263919e-01	0.281399	3.550084e-01	0.199586	3.154266e-01	0.154053	3.433828e-01	0.192681	3.463233e-01	0.234441	2.329248e-01	0.164263	4.120086e-01	0.265505	4.916430e-01	0.289579	4.183912e-01	0.258805	2.920458e-01	0.184600	3.262894e-01	0.161365	1.158554e-01	0.199096	2.780854e-01	0.233468	3.747270e-01	0.367709	1.982478e-01	0.449742	4.207300e-01	0.245534	7.669796e-01	1.388500	1.926192e-01	0.423808	3.848355e-01	0.329961	6.481271e-01	0.919518	7.054438e-01	1.051961	0.000000e+00	0.000000	1.507995e+00	1.947267
1	1000000	5.527114e-02	0.571831	5.166400e-02	0.686654	6.105453e-02	0.514346	4.895513e-02	0.388745	7.123272e-02	0.483539	6.342341e-02	0.460211	6.692646e-02	0.437182	6.857185e-02	0.579914	4.663772e-02	0.439786	7.615034e-02	0.578722	9.239074e-02	0.668991	7.940201e-02	0.566269	5.545024e-02	0.449228	6.856301e-02	0.499476	2.451038e-02	0.536090	5.224378e-02	0.523272	7.018825e-02	0.902862	4.028234e-02	0.886357	8.455667e-02	0.482946	1.479788e-01	1.924038	3.665323e-02	0.852661	7.293363e-02	0.594533	1.059631e-01	1.412056	1.405521e-01	1.248772	0.000000e+00	0.000000	0.000000e+00	0.000000
2	2000000	1.665263e-02	0.857713	1.497361e-02	1.067919	1.823312e-02	0.846164	1.535572e-02	0.696070	2.268161e-02	0.736509	1.940134e-02	0.677106	1.974842e-02	0.693701	2.044659e-02	0.868706	1.427140e-02	0.783292	2.363956e-02	0.888932	2.630934e-02	0.998489	2.302971e-02	0.889119	1.604822e-02	0.756731	2.012253e-02	0.674539	8.131783e-03	0.785782	1.449917e-02	0.765745	2.063577e-02	1.378112	1.009046e-02	1.164484	2.634336e-02	0.894594	4.104690e-02	2.362573	9.867511e-03	1.070534	2.190553e-02	0.972782	2.541484e-02	1.842024	4.656153e-02	1.297711	0.000000e+00	0.000000	0.000000e+00	0.000000
3	3000000	8.823145e-03	0.988249	7.958953e-03	1.285449	9.288148e-03	0.994982	8.316414e-03	0.877795	1.204154e-02	0.803301	1.009126e-02	0.773787	1.014870e-02	0.789931	1.115291e-02	1.037325	7.370364e-03	0.917075	1.212131e-02	1.007552	1.348533e-02	1.096632	1.230909e-02	1.079431	8.217051e-03	0.850426	1.064328e-02	0.818479	4.564465e-03	0.752453	8.308441e-03	0.978174	1.033919e-02	1.419451	5.158253e-03	1.669506	1.446216e-02	0.982022	1.979568e-02	2.562992	5.528095e-03	1.253835	1.318386e-02	1.231072	1.260140e-02	2.092264	2.611663e-02	1.406531	0.000000e+00	0.000000	0.000000e+00	0.000000
4	4000000	5.787515e-03	0.950306	5.130639e-03	1.155008	5.987742e-03	0.954062	5.351442e-03	0.799318	7.594199e-03	0.736452	6.453977e-03	0.704959	6.540412e-03	0.829559	7.463946e-03	0.979183	4.840566e-03	0.744492	7.617485e-03	1.014170	9.212718e-03	1.027432	8.119019e-03	1.090586	5.465013e-03	0.825353	6.812164e-03	0.770103	3.123588e-03	0.782954	5.519612e-03	0.991692	6.496464e-03	1.437584	3.316514e-03	1.682416	9.412381e-03	0.921805	1.221499e-02	2.533490	4.366718e-03	1.331233	8.388998e-03	1.283271	8.358605e-03	2.015982	1.785639e-02	1.270340	0.000000e+00	0.000000	0.000000e+00	0.000000
5	5000000	4.246507e-03	0.924072	3.764588e-03	1.013426	4.232093e-03	0.883854	4.023929e-03	0.784684	5.599274e-03	0.681293	4.572930e-03	0.649594	4.946415e-03	0.902374	5.423998e-03	0.912501	3.537090e-03	0.687901	5.604109e-03	1.019071	6.801479e-03	0.930022	5.982452e-03	1.119311	3.881625e-03	0.780650	4.866011e-03	0.718015	2.422666e-03	0.884372	3.849359e-03	0.953452	4.518444e-03	1.477227	2.140742e-03	1.728453	6.989078e-03	1.009558	8.185902e-03	2.722292	3.177004e-03	1.014235	6.638371e-03	1.330629	6.437577e-03	1.947930	1.354784e-02	1.211427	0.000000e+00	0.000000	0.000000e+00	0.000000
6	6000000	3.386669e-03	0.920417	3.188704e-03	1.074208	3.360850e-03	0.813400	3.275686e-03	0.798526	4.368143e-03	0.629845	3.651204e-03	0.642991	3.968163e-03	0.910405	4.270449e-03	0.864500	2.774836e-03	0.676299	4.360722e-03	0.968743	5.267702e-03	0.894842	4.771822e-03	1.089280	3.076285e-03	0.696378	3.840486e-03	0.644597	1.848046e-03	0.894078	3.214353e-03	0.871869	3.950124e-03	1.450686	1.684259e-03	1.895843	5.489277e-03	1.060608	6.257545e-03	2.947433	2.465916e-03	1.101354	5.332679e-03	1.350905	5.271731e-03	1.832515	1.127115e-02	1.146049	0.000000e+00	0.000000	0.000000e+00	0.000000
7	7000000	2.835881e-03	0.917352	2.805487e-03	1.114949	2.866150e-03	0.786699	2.679580e-03	0.811509	3.613894e-03	0.584710	3.007079e-03	0.658907	3.175529e-03	0.946190	3.487235e-03	0.897487	2.383333e-03	0.724737	3.576564e-03	1.017158	4.528629e-03	0.932501	4.036945e-03	1.095951	2.535459e-03	0.758250	3.219776e-03	0.657390	1.516446e-03	0.825799	2.657741e-03	0.884208	3.429846e-03	1.502789	1.514470e-03	1.746130	4.828910e-03	0.915391	4.685366e-03	3.016476	2.062903e-03	1.152262	4.309146e-03	1.463529	4.665045e-03	1.821059	9.447584e-03	1.161960	0.000000e+00	0.000000	0.000000e+00	0.000000
8	8000000	2.491423e-03	0.907855	2.355901e-03	1.105412	2.572633e-03	0.713863	2.346434e-03	0.815197	3.131150e-03	0.603946	2.668326e-03	0.709884	2.691358e-03	0.908329	2.992622e-03	0.886447	2.129363e-03	0.724211	3.230837e-03	1.035717	4.006868e-03	0.944925	3.451251e-03	1.019714	2.153970e-03	0.743955	2.819814e-03	0.628272	1.378491e-03	0.885399	2.328418e-03	0.926287	2.929543e-03	1.461819	1.395773e-03	1.669927	4.570425e-03	0.889922	3.972397e-03	2.872446	1.872160e-03	1.018944	3.369050e-03	1.470728	3.934421e-03	1.820272	8.133209e-03	1.169343	0.000000e+00	0.000000	0.000000e+00	0.000000
9	9000000	2.224422e-03	0.937911	1.963711e-03	1.243815	2.341230e-03	0.692341	2.042759e-03	0.885370	2.807234e-03	0.533479	2.381912e-03	0.744145	2.415251e-03	0.925403	2.718629e-03	0.941439	1.962458e-03	0.825960	2.854679e-03	1.039582	3.491621e-03	0.965007	3.037220e-03	1.037665	1.908109e-03	0.764107	2.640118e-03	0.629352	1.239602e-03	0.901288	1.937870e-03	1.121943	2.616982e-03	1.505390	1.286959e-03	1.609949	4.210297e-03	0.756476	4.330525e-03	3.031424	1.564826e-03	0.890635	2.911873e-03	1.717942	3.864254e-03	1.774811	7.342090e-03	1.207456	0.000000e+00	0.000000	0.000000e+00	0.000000
